FEN:ID,Function Code,Comment before Propatation,Comment after Propagation,label1,label2,label
0x7a79d08a980a681e42988f80ffd991e7d286266f/EchoChainToken.sol:ERC20Basic:balanceOf(address),"    function balanceOf(address who) public constant returns (uint256);
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint256 representing the amount owned by the passed address.
  */
",4,4,1.0
"0x0a583076fa4bc8b5400516e07767d9ad52188ac0/AdvanceToken.sol:ERC20:allowance(address,address)","  function allowance(address _owner, address _spender) view returns (uint256 remaining) {
      return allowed[_owner][_spender];
  }
",no comment,"
  /**
   * @dev Function to check the amount of tokens that an owner allowed to a spender.
   * @param _owner address The address which owns the funds.
   * @param _spender address The address which will spend the funds.
   * @return A uint256 specifying the amount of tokens still available for the spender.
   */
",4,4,1.0
0x1dfa9bde6b5bf21536b903ff06d9bd0b64fdff90/LotteryRound.sol:LotteryRoundInterface:withdraw(),"  function withdraw();
",no comment,"
  /**
   * Used to withdraw the balance when the round is completed.  This
   * only works if there are either no winners, or all winners + the
   * owner have been paid.
   */
",5,5,1.0
0x5d67888188772Df8eD420E5Be43820c9D98A8ef5/ICOCustomerDeposit.sol:Owned:Owned(),"    function Owned() {
        owner = msg.sender;
    }
",no comment,"
  /**
   * Basic constructor.  The sender is the owner.
   */
",4,4,1.0
0x007e7c474a1abb8fdc1cd012b98ca3682a09e42f/ABToken.sol:ABStandardToken:balanceOf(address),"    function balanceOf(address _owner) constant public returns (uint256 balance) {
        return balances[_owner];
    }
",no comment,"
    /// @param _owner The address from which the balance will be retrieved
    /// @return The balance
",5,5,1.0
"0x1e5e21172a8a0a1be14a19f451b101813b40a5ff/Moongang.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a / b;
    return c;
  }
",no comment,"
  /**
  * @dev Integer division of two numbers, truncating the quotient.
  */
",4,4,1.0
"0x7bd22227ee36174f0fa07cc0e9d412ff658b80ca/HoltCoin.sol:HoltCoin:approveAndCall(address,uint256,bytes)","	function approveAndCall(address _spender, uint256 _value, bytes _extraData) public returns (bool success) {
		tokenRecipient spender = tokenRecipient(_spender);
		if (approve(_spender, _value)) {
			spender.receiveApproval(msg.sender, _value, this, _extraData);
			return true;
		}
	}
",no comment,"
    /**
     * Set allowance for other address and notify
     *
     * Allows `_spender` to spend no more than `_value` tokens in your behalf, and then ping the contract about it
     *
     * @param _spender The address authorized to spend
     * @param _value the max amount they can spend
     * @param _extraData some extra information to send to the approved contract
     */
",5,5,1.0
"0x4ddf5ad56b75a393b36eb8adf4c45fefe6a35327/ELEXTROCOIN.sol:StandardToken:transfer(address,uint256)","    function transfer (address _to, uint256 _value) returns (bool success) {
        //Default assumes totalSupply can't be over max (2^256 - 1).
        //If your token leaves out totalSupply and can issue more tokens as time goes on, you need to check if it doesn't wrap.
        //Replace the if with this one instead.
        //if (balances[msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
        if (balances[msg.sender] >= _value && _value > 0) {
            balances[msg.sender] -= _value;
            balances[_to] += _value;
            Transfer(msg.sender, _to, _value);
            return true;
        } else { return false; }
    }
",no comment,"
    /// @notice send `_value` token to `_to` from `msg.sender`
    /// @param _to The ADDRESS of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",5,5,1.0
"0x4fa5c1edfb2bbc21d31d9cf3dc2faf5138f2d78c/BitLoanex.sol:BitLoanex:transferFrom(address,address,uint256)","  function transferFrom(address _from, address _to, uint256 _value) public returns (bool) {
    require(_to != address(0));
    require(_value <= balances[_from]);
    require(_value <= allowed[_from][msg.sender]);

    balances[_from] = balances[_from].sub(_value);
    balances[_to] = balances[_to].add(_value);
    allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_value);
    Transfer(_from, _to, _value);
    return true;
  }
",no comment,"

  /**
   * @dev Transfer tokens from one address to another
   * @param _from address The address which you want to send tokens from
   * @param _to address The address which you want to transfer to
   * @param _value uint256 the amount of tokens to be transferred
   */
",4,5,1.0
"0x5d4ABC77B8405aD177d8ac6682D584ecbFd46CEc/PrimasToken.sol:Roles:remove(Roles:Role,address)","    function remove(Role storage role, address addr) internal {
        role.bearer[addr] = false;
    }
",no comment,"
    /**
     * @dev remove an address' access to this role
     */
",5,5,1.0
"0x3a26746ddb79b1b8e4450e3f4ffe3285a307387e/SimpleToken.sol:ERC20Basic:transfer(address,uint256)","  function transfer(address to, uint value);
",no comment,"
  /**
  * @dev transfer token for a specified address
  * @param _to The address to transfer to.
  * @param _value The amount to be transferred.
  */
",5,5,1.0
"0x8a77e40936bbc27e80e9a3f526368c967869c86d/MerculetToken.sol:Token:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {
        if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0) {
            var _allowance = allowed[_from][msg.sender];
            balances[_to] = balances[_to].add(_value);
            balances[_from] = balances[_from].sub(_value);
            allowed[_from][msg.sender] = _allowance.sub(_value);
            Transfer(_from, _to, _value);
            return true;
        } else { return false; }
    }
",no comment,"
    /// @notice send `_value` token to `_to` from `_from` on the condition it is approved by `_from`
    /// @param _from The address of the sender
    /// @param _to The address of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",4,5,1.0
"0x1f54638b7737193ffd86c19ec51907a7c41755d8/SolaToken.sol:ERC20:transferFrom(address,address,uint256)","  function transferFrom(address from, address to, uint value) returns (bool);
",no comment,"

  /**
   * @dev Transfer tokens from one address to another
   * @param _from address The address which you want to send tokens from
   * @param _to address The address which you want to transfer to
   * @param _value uint the amout of tokens to be transfered
   */
",5,5,1.0
"0x5f84a30e819fe1d62452899a28a8b3d0776f9ff0/SkillChainPresale.sol:SkillChainPresale:transferAnyERC20Token(address,uint256)","    function transferAnyERC20Token(address _tokenAddress, uint256 _tokens) onlyOwner public returns (bool success) {
        return ERC20Basic(_tokenAddress).transfer(owner, _tokens);
    }
",no comment,"
    // Owner can transfer out any ERC20 tokens sent in by mistake
",4,5,1.0
"0x3Cdd2656994b34C98b0858630fDB6cd132865620/SETC.sol:SETC:freezeAccount(address,bool)","    function freezeAccount(address target, bool freeze) onlyOwner public {
        frozenAccount[target] = freeze;
        emit FrozenFunds(target, freeze);
    }
",no comment,"
    /// @notice `freeze? Prevent | Allow` `target` from sending & receiving tokens
    /// @param target Address to be frozen
    /// @param freeze either to freeze it or not
",5,5,1.0
"0x1dfabf381d80dd29d43bc347207b30a5c484bbd0/AirDropPromo.sol:AirDropPromo:allowance(address,address)","	function allowance(address _owner, address _spender) public view returns (uint256 remaining){

		return 0;

	}   
",no comment,"
    /// @param _owner The address of the account owning tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @return Amount of remaining tokens allowed to spent
",4,4,1.0
"0x0e8d6b471e332f140e7d9dbb99e5e3822f728da6/ABYSS.sol:TransferLimitedToken:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public canTransfer(msg.sender, _to) returns (bool) {
        return super.transfer(_to, _value);
    }
",no comment,"
  /**
   * @dev Checks modifier and allows transfer if tokens are not locked.
   * @param _to The address that will recieve the tokens.
   * @param _value The amount of tokens to be transferred.
   */
",5,5,1.0
0x4ecb7e25fa43d4277e0fa3b2e5f5755275983411/VestingMasterContract.sol:Owned:acceptOwnership(),"    function acceptOwnership() public {
        require(msg.sender == newOwner);
        OwnerUpdate(owner, newOwner);
        owner = newOwner;
        newOwner = 0x0;
    }
",no comment,"
    /*
        @dev used by a new owner to accept an ownership transfer
    */
",4,4,1.0
0x2c5dcd12141c56fbea08e95f54f12c8b22d492eb/USDCoinToken.sol:ERC20Basic:totalSupply(),"  function totalSupply() public view returns (uint256);
",no comment,"
  /**
  * @dev total number of tokens in existence
  */
",3,3,1.0
"0x06c0ae49aad8b6c7bb5827bb64baf83b7d9ce2fd/SuperGopnikToken.sol:HumanStandardToken:HumanStandardToken(uint256,string,uint8,string)","    function HumanStandardToken(
        uint256 _initialAmount,
        string _tokenName,
        uint8 _decimalUnits,
        string _tokenSymbol
        ) {
        balances[msg.sender] = _initialAmount;               
        totalSupply = _initialAmount;                        
        name = _tokenName;                                   
        decimals = _decimalUnits;                            
        symbol = _tokenSymbol;                               
    }
",no comment,"	//human 0.1 standard. Just an arbitrary versioning scheme.

",4,4,1.0
"0x3ee7ffc6941d5f41dda94c4380f52403e5221586/Criptolira.sol:SafeMath:safeMul(uint256,uint256)","    function safeMul(uint a, uint b) public pure returns (uint c) {
        c = a * b;
        require(a == 0 || c / a == b);
    }
",no comment,"  //internals

",2,2,0.0
"0x4a0b4540317d156d89a8465041569ad68102d6cd/TTC.sol:SafeMath:safeAdd(uint256,uint256)","  function safeAdd(uint256 a, uint256 b) internal returns (uint256) {
    uint256 c = a + b;
    assert(c>=a && c>=b);
    return c;
  }
",no comment,"
    // Overflow protected math functions

    /**
        @dev returns the sum of _x and _y, asserts if the calculation overflows

        @param _x   value 1
        @param _y   value 2

        @return sum
    */
",5,5,1.0
0x2c5dcd12141c56fbea08e95f54f12c8b22d492eb/USDCoinToken.sol:ERC20Basic:balanceOf(address),"  function balanceOf(address who) public view returns (uint256);
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint256 representing the amount owned by the passed address.
  */
",5,5,1.0
0x3acce1678985013da47d44423166b206ec967e31/AdexContract.sol:StandardToken:balanceOf(address),"  function balanceOf(address _owner) constant returns (uint256 balance) {
    return balances[_owner];
  }
",no comment,"
  /// @param _owner The address from which the balance will be retrieved
  /// @return The balance
",5,5,1.0
"0x0f234c7992956af755c5cd9451a3f872314efa78/ROHH.sol:ROHH:_transfer(address,address,uint256)","    function _transfer(address _from, address _to, uint _value) internal {
        require(_to != 0x0);
        require(balanceOf[_from] >= _value);
        require(balanceOf[_to] + _value > balanceOf[_to]);
        uint previousBalances = balanceOf[_from] + balanceOf[_to];
        balanceOf[_from] -= _value;
        balanceOf[_to] += _value;
        Transfer(_from, _to, _value);
        assert(balanceOf[_from] + balanceOf[_to] == previousBalances); }
",no comment,"
    /**
     * Internal transfer, only can be called by this contract
     */
",5,5,1.0
"0x2eFfE9B104b85b45C18342373c6E79B6D5eD8938/W0keAFToken.sol:ERC20:transferFrom(address,address,uint256)","  function transferFrom(address from, address to, uint value) returns (bool ok);
",no comment,"

  /**
   * @dev Transfer tokens from one address to another
   * @param _from address The address which you want to send tokens from
   * @param _to address The address which you want to transfer to
   * @param _value uint256 the amout of tokens to be transfered
   */
",4,4,1.0
0x08c1a513a230f4cfc219896713b4dbe22b433e16/Ciphs.sol:Ciphs:destroy(),"  function destroy() public onlyOwner {
    selfdestruct(owner);
  }
",no comment,"
  /**
   * @dev Transfers the current balance to the owner and terminates the contract.
   */
",4,5,1.0
